Workload_ID,    App_ID,SubmitTime,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,Tr:StartTime,Tr:EndTime,Tr:NetworkTime,   Tr:Size,Tr:Channel,Pr:StartTime,Pr:EndTime,Pr:CPUTime,   Pr:Size,ResponseTime,
 18, 0, 3.433, 3.433, 3.784, 0.351, 19, 3.784, 11.222, 7.438, 1583, 2, 11.222, 11.232, 0.01, 14,     7.799,
 20, 0, 3.75, 3.75, 3.855, 0.105, 62, 3.855, 11.979, 8.124, 1664, 2, 11.979, 12.045, 0.066, 131,     8.295,
 19, 0, 3.651, 3.651, 3.824, 0.172, 74, 3.824, 11.729, 7.905, 1375, 2, 11.729, 12.102, 0.373, 746,     8.451,
 13, 0, 2.797, 2.797, 4.092, 1.294, 2497, 4.092, 13.235, 9.143, 1051, 2, 13.235, 13.266, 0.031, 63,    10.469,
 22, 0, 4.491, 4.491, 4.537, 0.047, 66, 4.537, 14.263, 9.726, 1416, 2, 14.263, 14.281, 0.018, 35,     9.790,
 21, 0, 4.351, 4.351, 4.362, 0.011, 22, 4.362, 13.764, 9.402, 1250, 2, 13.764, 15.017, 1.253, 2506,    10.665,
 23, 0, 4.692, 4.692, 5, 0.308, 629, 5, 15.28, 10.28, 1527, 2, 15.28, 15.294, 0.014, 28,    10.602,
 26, 0, 4.891, 4.891, 5.048, 0.157, 44, 5.048, 15.793, 10.745, 1351, 2, 15.793, 15.899, 0.105, 218,    11.008,
 91, 0, 15.072, 15.072, 15.109, 0.037, 75, 15.109, 15.861, 0.752, 1221, 2, 15.861, 15.985, 0.124, 248,     0.913,
 27, 0, 4.97, 4.97, 5.062, 0.092, 19, 5.062, 16.055, 10.993, 1470, 2, 16.055, 16.07, 0.015, 31,    11.100,
 92, 0, 15.196, 15.196, 15.229, 0.033, 53, 15.229, 16.111, 0.882, 1185, 2, 16.111, 16.121, 0.01, 1,     0.925,
 93, 0, 15.229, 15.229, 15.432, 0.203, 406, 15.432, 16.362, 0.93, 1667, 2, 16.362, 16.521, 0.159, 318,     1.292,
 94, 0, 15.355, 15.355, 15.78, 0.425, 696, 15.78, 16.871, 1.091, 1097, 2, 16.871, 16.891, 0.02, 40,     1.536,
 24, 0, 4.769, 4.769, 5.372, 0.603, 1172, 5.372, 16.81, 11.437, 1940, 2, 16.81, 16.911, 0.101, 178,    12.141,
 95, 0, 15.927, 15.927, 16.049, 0.122, 239, 16.049, 17.12, 1.071, 1131, 2, 17.12, 17.13, 0.01, 8,     1.203,
 37, 0, 7.165, 7.165, 7.303, 0.138, 274, 7.303, 17.322, 10.019, 1326, 2,TimeOut
 38, 0, 7.38, 7.38, 7.406, 0.026, 68, 7.406, 17.488, 10.082, 1920, 2,TimeOut
 96, 0, 16.074, 16.074, 16.121, 0.047, 104, 16.121, 17.378, 1.257, 1957, 2, 17.378, 17.557, 0.178, 357,     1.483,
 39, 0, 7.478, 7.478, 7.547, 0.069, 138, 7.547, 17.562, 10.015, 1596, 2,TimeOut
 28, 0, 5.676, 5.676, 5.694, 0.018, 56, 5.694, 17.563, 11.869, 1754, 2, 17.563, 17.608, 0.044, 102,    11.932,
 40, 0, 7.683, 7.683, 7.707, 0.024, 44, 7.707, 17.748, 10.041, 1802, 2,TimeOut
 29, 0, 5.755, 5.755, 5.765, 0.01, 12, 5.765, 17.815, 12.05, 1187, 2, 17.815, 17.825, 0.01, 13,    12.070,
 41, 0, 7.856, 7.856, 7.866, 0.01, 10, 7.866, 17.885, 10.019, 1342, 2,TimeOut
 42, 0, 7.92, 7.92, 7.96, 0.04, 52, 7.96, 17.979, 10.019, 1463, 2,TimeOut
 44, 0, 8.152, 8.152, 8.179, 0.027, 59, 8.179, 18.194, 10.015, 1627, 2,TimeOut
 25, 0, 4.808, 4.808, 5.014, 0.206, 1, 5.014, 15.536, 10.522, 2140, 2, 15.536, 18.252, 2.716, 5433,    13.444,
 43, 0, 8.073, 8.073, 8.21, 0.137, 274, 8.21, 18.286, 10.076, 1429, 2,TimeOut
 45, 0, 8.214, 8.214, 8.304, 0.089, 189, 8.304, 18.323, 10.019, 1661, 2,TimeOut
 30, 0, 5.871, 5.871, 5.881, 0.01, 7, 5.881, 18.314, 12.434, 1948, 2, 18.314, 18.326, 0.012, 23,    12.455,
 99, 0, 16.434, 16.434, 16.599, 0.165, 4, 16.599, 18.376, 1.777, 1311, 2, 18.376, 18.553, 0.177, 354,     2.118,
 46, 0, 8.405, 8.405, 8.428, 0.024, 47, 8.428, 18.572, 10.144, 1921, 2,TimeOut
 101, 0, 16.63, 16.63, 16.711, 0.082, 136, 16.711, 18.633, 1.922, 1155, 2, 18.633, 18.643, 0.01, 5,     2.014,
 31, 0, 5.883, 5.883, 5.936, 0.052, 72, 5.936, 18.564, 12.628, 1840, 2, 18.564, 18.728, 0.164, 328,    12.845,
 47, 0, 8.814, 8.814, 8.831, 0.018, 35, 8.831, 18.853, 10.022, 1692, 2,TimeOut
 48, 0, 8.841, 8.841, 8.845, 0.004, 22, 8.845, 18.867, 10.022, 1709, 2,TimeOut
 50, 0, 9.441, 9.441, 9.451, 0.01, 10, 9.451, 19.491, 10.04, 1313, 2,TimeOut
 52, 0, 9.534, 9.534, 9.556, 0.022, 44, 9.556, 19.571, 10.015, 1846, 2,TimeOut
 51, 0, 9.512, 9.512, 9.568, 0.055, 94, 9.568, 19.584, 10.016, 1699, 2,TimeOut
 97, 0, 16.269, 16.269, 16.427, 0.158, 316, 16.427, 18.126, 1.7, 1350, 2, 18.126, 19.809, 1.682, 3365,     3.540,
 54, 0, 9.969, 9.969, 9.979, 0.01, 12, 9.979, 19.994, 10.015, 1212, 2,TimeOut
 53, 0, 9.895, 9.895, 10.082, 0.187, 345, 10.082, 20.106, 10.024, 1629, 2,TimeOut
 55, 0, 10.083, 10.083, 10.108, 0.025, 40, 10.108, 20.173, 10.064, 1665, 2,TimeOut
 56, 0, 10.098, 10.098, 10.142, 0.044, 85, 10.142, 20.173, 10.03, 1504, 2,TimeOut
 57, 0, 10.212, 10.212, 10.223, 0.011, 23, 10.223, 20.257, 10.034, 1633, 2,TimeOut
 58, 0, 10.233, 10.233, 10.281, 0.048, 85, 10.281, 20.345, 10.064, 1595, 2,TimeOut
 59, 0, 10.334, 10.334, 10.344, 0.01, 7, 10.344, 20.365, 10.021, 1181, 2,TimeOut
 104, 0, 16.803, 16.803, 18.905, 2.101, 229, 18.905, 20.414, 1.509, 1137, 2, 20.414, 20.433, 0.019, 38,     3.629,
 103, 0, 16.693, 16.693, 18.773, 2.08, 4101, 18.773, 20.164, 1.391, 1468, 2, 20.164, 20.51, 0.345, 691,     3.816,
 105, 0, 17.137, 17.137, 18.998, 1.861, 176, 18.998, 20.663, 1.665, 1275, 2, 20.663, 20.673, 0.01, 1,     3.536,
 60, 0, 10.644, 10.644, 10.7, 0.056, 88, 10.7, 20.716, 10.016, 1667, 2,TimeOut
 33, 0, 6.543, 6.543, 6.601, 0.058, 118, 6.601, 20.586, 13.985, 1866, 2, 20.586, 20.744, 0.158, 316,    14.201,
 34, 0, 6.659, 6.659, 6.81, 0.151, 303, 6.81, 20.845, 14.035, 1484, 2, 20.845, 20.864, 0.019, 38,    14.206,
 32, 0, 6.518, 6.518, 6.528, 0.01, 13, 6.528, 20.337, 13.808, 1570, 2, 20.337, 20.97, 0.633, 1267,    14.452,
 107, 0, 17.387, 17.387, 19.067, 1.68, 37, 19.067, 20.925, 1.858, 1835, 2, 20.925, 20.981, 0.056, 104,     3.594,
 123, 0, 20.034, 20.034, 20.072, 0.038, 11, 20.072, 20.971, 0.9, 1527, 2, 20.971, 20.981, 0.01, 17,     0.948,
 61, 0, 10.99, 10.99, 11, 0.01, 20, 11, 21.074, 10.074, 1367, 2,TimeOut
 63, 0, 11.201, 11.201, 11.209, 0.008, 23, 11.209, 21.232, 10.022, 1208, 2,TimeOut
 62, 0, 11.141, 11.141, 11.303, 0.162, 324, 11.303, 21.321, 10.018, 1802, 2,TimeOut
 65, 0, 11.318, 11.318, 11.328, 0.01, 22, 11.328, 21.348, 10.02, 1637, 2,TimeOut
 64, 0, 11.236, 11.236, 11.335, 0.099, 187, 11.335, 21.348, 10.013, 1799, 2,TimeOut
 36, 0, 7.106, 7.106, 7.118, 0.011, 23, 7.118, 21.35, 14.232, 1144, 2, 21.35, 21.367, 0.017, 35,    14.261,
 66, 0, 11.335, 11.335, 11.508, 0.173, 343, 11.508, 21.525, 10.017, 1366, 2,TimeOut
 35, 0, 7.092, 7.092, 7.152, 0.06, 91, 7.152, 21.609, 14.457, 1916, 2, 21.609, 21.629, 0.02, 39,    14.536,
 125, 0, 20.704, 20.704, 20.716, 0.012, 25, 20.716, 21.631, 0.914, 1474, 2, 21.631, 21.641, 0.01, 11,     0.937,
 67, 0, 11.359, 11.359, 11.678, 0.319, 636, 11.678, 21.703, 10.025, 1146, 2,TimeOut
 68, 0, 11.779, 11.779, 11.792, 0.013, 26, 11.792, 21.811, 10.019, 1730, 2,TimeOut
 121, 0, 19.755, 19.755, 20.044, 0.289, 108, 20.044, 21.954, 1.911, 1679, 2, 21.954, 21.994, 0.04, 80,     2.240,
 70, 0, 12.15, 12.15, 12.17, 0.02, 40, 12.17, 22.191, 10.021, 1649, 2,TimeOut
 130, 0, 21.207, 21.207, 21.232, 0.025, 35, 21.232, 22.237, 1.006, 1606, 2, 22.237, 22.247, 0.01, 2,     1.040,
 112, 0, 18.023, 18.023, 19.571, 1.548, 271, 19.571, 22.204, 2.633, 1328, 2, 22.204, 22.299, 0.095, 190,     4.276,
 71, 0, 12.185, 12.185, 12.37, 0.186, 351, 12.37, 22.412, 10.042, 1004, 2,TimeOut
 73, 0, 12.402, 12.402, 12.412, 0.01, 20, 12.412, 22.444, 10.032, 1517, 2,TimeOut
 113, 0, 18.162, 18.162, 19.606, 1.444, 63, 19.606, 22.454, 2.848, 1371, 2, 22.454, 22.501, 0.047, 94,     4.339,
 74, 0, 12.47, 12.47, 12.488, 0.018, 37, 12.488, 22.537, 10.049, 937, 2,TimeOut
 49, 0, 9.175, 9.175, 9.226, 0.051, 102, 9.226, 22.608, 13.382, 1438, 2, 22.608, 22.618, 0.01, 3,    13.443,
 75, 0, 12.548, 12.548, 12.586, 0.038, 76, 12.586, 22.619, 10.033, 1961, 2,TimeOut
 108, 0, 17.488, 17.488, 19.3, 1.812, 467, 19.3, 21.441, 2.14, 1374, 2, 21.441, 22.644, 1.204, 2408,     5.156,
 76, 0, 12.773, 12.773, 12.788, 0.015, 30, 12.788, 22.808, 10.02, 1722, 2,TimeOut
 114, 0, 18.286, 18.286, 19.64, 1.354, 42, 19.64, 22.707, 3.067, 1137, 2, 22.707, 22.826, 0.119, 238,     4.540,
 133, 0, 21.661, 21.661, 21.766, 0.106, 212, 21.766, 22.84, 1.074, 1244, 2, 22.84, 22.853, 0.013, 26,     1.192,
 77, 0, 12.952, 12.952, 12.952, 0, 1, 12.952, 22.96, 10.007, 1378, 2,TimeOut
 78, 0, 12.981, 12.981, 13.018, 0.038, 76, 13.018, 23.055, 10.036, 1652, 2,TimeOut
 122, 0, 19.991, 19.991, 20.058, 0.067, 8, 20.058, 23.118, 3.06, 1812, 2, 23.118, 23.135, 0.017, 35,     3.145,
 116, 0, 18.795, 18.795, 19.755, 0.959, 38, 19.755, 23.213, 3.458, 1633, 2, 23.213, 23.223, 0.01, 2,     4.427,
 135, 0, 22.167, 22.167, 22.177, 0.01, 20, 22.177, 23.241, 1.064, 1049, 2, 23.241, 23.279, 0.038, 76,     1.112,
 79, 0, 13.113, 13.113, 13.351, 0.238, 476, 13.351, 23.371, 10.02, 1235, 2,TimeOut
 69, 0, 11.948, 11.948, 12.008, 0.06, 120, 12.008, 23.368, 11.359, 1578, 2, 23.368, 23.394, 0.026, 53,    11.446,
 80, 0, 13.175, 13.175, 13.426, 0.251, 151, 13.426, 23.454, 10.028, 1355, 2,TimeOut
 81, 0, 13.388, 13.388, 13.44, 0.053, 18, 13.44, 23.466, 10.026, 2028, 2,TimeOut
 82, 0, 13.531, 13.531, 13.619, 0.088, 192, 13.619, 23.64, 10.021, 1271, 2,TimeOut
 137, 0, 22.758, 22.758, 22.758, 0, 14, 22.758, 23.662, 0.905, 1430, 2, 23.662, 23.721, 0.058, 117,     0.963,
 83, 0, 13.636, 13.636, 13.741, 0.106, 218, 13.741, 23.76, 10.019, 1807, 2,TimeOut
 117, 0, 18.858, 18.858, 19.896, 1.038, 269, 19.896, 23.463, 3.566, 1470, 2, 23.463, 23.782, 0.319, 639,     4.924,
 127, 0, 20.805, 20.805, 20.928, 0.123, 172, 20.928, 23.727, 2.799, 1666, 2, 23.727, 23.805, 0.078, 169,     3.000,
 118, 0, 19.006, 19.006, 19.923, 0.917, 54, 19.923, 23.977, 4.054, 1448, 2, 23.977, 23.991, 0.014, 28,     4.985,
 131, 0, 21.336, 21.336, 23.382, 2.046, 4079, 23.382, 24.099, 0.717, 1316, 2, 24.099, 24.266, 0.167, 334,     2.930,
 85, 0, 14.136, 14.136, 14.247, 0.111, 205, 14.247, 24.27, 10.023, 1283, 2,TimeOut
 128, 0, 20.829, 20.829, 20.973, 0.143, 68, 20.973, 24.23, 3.257, 1303, 2, 24.23, 24.294, 0.065, 129,     3.465,
 86, 0, 14.148, 14.148, 14.271, 0.124, 39, 14.271, 24.297, 10.026, 2151, 2,TimeOut
 129, 0, 21.074, 21.074, 21.129, 0.055, 81, 21.129, 24.38, 3.252, 2158, 2, 24.38, 24.398, 0.018, 45,     3.325,
 120, 0, 19.225, 19.225, 19.981, 0.756, 6, 19.981, 24.479, 4.498, 1765, 2, 24.479, 24.489, 0.01, 18,     5.264,
 87, 0, 14.572, 14.572, 14.579, 0.008, 7, 14.579, 24.634, 10.054, 1603, 2,TimeOut
 88, 0, 14.606, 14.606, 14.606, 0, 1, 14.606, 24.634, 10.028, 1490, 2,TimeOut
 89, 0, 14.693, 14.693, 14.743, 0.05, 117, 14.743, 24.763, 10.02, 1670, 2,TimeOut
 132, 0, 21.402, 21.402, 21.43, 0.029, 62, 21.43, 24.729, 3.298, 1609, 2, 24.729, 24.767, 0.038, 77,     3.365,
 90, 0, 14.77, 14.77, 14.825, 0.055, 112, 14.825, 24.853, 10.028, 1244, 2,TimeOut
 143, 0, 23.852, 23.852, 23.898, 0.046, 100, 23.898, 24.875, 0.977, 1601, 2, 24.875, 24.905, 0.03, 56,     1.053,
 124, 0, 20.226, 20.226, 20.365, 0.139, 278, 20.365, 24.99, 4.625, 1022, 2, 24.99, 25, 0.01, 10,     4.774,
 84, 0, 14.099, 14.099, 14.099, 0, 9, 14.099, 25.394, 11.295, 1787, 2, 25.394, 25.417, 0.023, 46,    11.318,
 72, 0, 12.287, 12.287, 20.839, 8.552, 17096, 20.839, 25.494, 4.655, 2102, 2, 25.494, 25.516, 0.022, 44,    13.229,
 147, 0, 24.43, 24.43, 24.812, 0.382, 764, 24.812, 25.69, 0.878, 1086, 2, 25.69, 25.7, 0.01, 14,     1.270,
 148, 0, 25.173, 25.173, 25.187, 0.014, 28, 25.187, 25.901, 0.714, 1407, 2, 25.901, 25.911, 0.01, 8,     0.738,
 140, 0, 23.229, 23.229, 23.357, 0.128, 270, 23.357, 26.151, 2.794, 1328, 2, 26.151, 26.161, 0.01, 4,     2.932,
 136, 0, 22.684, 22.684, 22.705, 0.021, 42, 22.705, 25.996, 3.291, 1634, 2, 25.996, 26.191, 0.195, 390,     3.507,
 141, 0, 23.653, 23.653, 23.774, 0.121, 242, 23.774, 26.401, 2.627, 1293, 2, 26.401, 26.416, 0.015, 31,     2.763,
 139, 0, 22.943, 22.943, 22.96, 0.017, 33, 22.96, 26.517, 3.557, 1480, 2, 26.517, 26.544, 0.027, 54,     3.601,
 102, 0, 16.664, 16.664, 16.723, 0.059, 10, 16.723, 26.74, 10.017, 1084, 2,TimeOut
 110, 0, 17.615, 17.615, 19.372, 1.757, 16, 19.372, 21.705, 2.334, 2091, 2, 21.705, 26.77, 5.065, 10130,     9.155,
 134, 0, 21.703, 21.703, 21.799, 0.096, 36, 21.799, 26.774, 4.975, 1225, 2, 26.774, 26.784, 0.01, 10,     5.081,
 126, 0, 20.752, 20.752, 21.245, 0.492, 988, 21.245, 26.252, 5.007, 1149, 2, 26.252, 26.84, 0.588, 1141,     6.088,
 146, 0, 24.065, 24.065, 24.283, 0.219, 250, 24.283, 27.169, 2.886, 1484, 2, 27.169, 27.196, 0.027, 55,     3.132,
 150, 0, 26.092, 26.092, 26.16, 0.068, 141, 26.16, 27.056, 0.896, 1419, 2, 27.056, 27.292, 0.236, 472,     1.200,
 142, 0, 23.701, 23.701, 23.746, 0.045, 90, 23.746, 27.024, 3.278, 1476, 2, 27.024, 27.341, 0.317, 635,     3.640,
 153, 0, 26.377, 26.377, 26.449, 0.072, 145, 26.449, 27.305, 0.856, 1830, 2, 27.305, 27.361, 0.056, 79,     0.984,
 155, 0, 26.614, 26.614, 26.684, 0.07, 115, 26.684, 27.57, 0.886, 1702, 2, 27.57, 27.63, 0.059, 119,     1.016,
 138, 0, 22.798, 22.798, 22.808, 0.01, 15, 22.808, 27.786, 4.977, 1313, 2, 27.786, 27.796, 0.01, 18,     4.997,
 157, 0, 27.216, 27.216, 27.295, 0.079, 159, 27.295, 28.023, 0.728, 1687, 2, 28.023, 28.06, 0.037, 74,     0.844,
 145, 0, 24.013, 24.013, 24.158, 0.145, 291, 24.158, 28.043, 3.885, 1454, 2, 28.043, 28.134, 0.09, 181,     4.121,
 144, 0, 23.971, 23.971, 24.446, 0.475, 958, 24.446, 28.293, 3.847, 1611, 2, 28.293, 28.303, 0.01, 12,     4.332,
 159, 0, 27.593, 27.593, 27.604, 0.011, 27, 27.604, 28.325, 0.721, 2121, 2, 28.325, 28.335, 0.01, 14,     0.742,
 98, 0, 16.427, 16.427, 16.585, 0.158, 317, 16.585, 28.676, 12.091, 1538, 2, 28.676, 28.686, 0.01, 1,    12.259,
 161, 0, 28.023, 28.023, 28.038, 0.015, 30, 28.038, 28.754, 0.716, 1962, 2, 28.754, 28.787, 0.034, 67,     0.764,
 149, 0, 25.501, 25.501, 25.555, 0.055, 92, 25.555, 29.314, 3.759, 1593, 2, 29.314, 29.327, 0.013, 26,     3.827,
 151, 0, 26.132, 26.132, 26.585, 0.453, 894, 26.585, 29.695, 3.11, 1404, 2, 29.695, 29.734, 0.039, 72,     3.602,
 162, 0, 29.104, 29.104, 29.117, 0.013, 26, 29.117, 29.842, 0.725, 2197, 2, 29.842, 29.852, 0.01, 9,     0.748,
 119, 0, 19.084, 19.084, 19.967, 0.883, 88, 19.967, 30, 10.033, 2069, 2,TimeOut
 100, 0, 16.465, 16.465, 16.643, 0.179, 89, 16.643, 29.184, 12.541, 1487, 2, 29.184, 30.011, 0.826, 1653,    13.546,
 164, 0, 29.153, 29.153, 29.16, 0.007, 18, 29.16, 30.066, 0.906, 1247, 2, 30.066, 30.076, 0.01, 19,     0.923,
 163, 0, 29.148, 29.148, 29.16, 0.012, 32, 29.16, 30.096, 0.936, 921, 2, 30.096, 30.125, 0.029, 57,     0.976,
 154, 0, 26.401, 26.401, 26.483, 0.082, 45, 26.483, 30.076, 3.593, 1605, 2, 30.076, 30.151, 0.075, 150,     3.750,
 167, 0, 29.493, 29.493, 29.495, 0.002, 22, 29.495, 30.345, 0.85, 975, 2, 30.345, 30.358, 0.013, 26,     0.865,
 156, 0, 26.933, 26.933, 26.95, 0.017, 33, 26.95, 30.325, 3.375, 1451, 2, 30.325, 30.4, 0.075, 149,     3.466,
 158, 0, 27.361, 27.361, 27.369, 0.008, 27, 27.369, 30.575, 3.206, 1526, 2, 30.575, 30.702, 0.128, 255,     3.342,
 168, 0, 29.603, 29.603, 29.657, 0.053, 113, 29.657, 30.595, 0.938, 1671, 2, 30.595, 30.803, 0.209, 418,     1.200,
 160, 0, 27.748, 27.748, 27.748, 0, 14, 27.748, 30.824, 3.076, 1668, 2, 30.824, 30.834, 0.011, 21,     3.086,
 170, 0, 29.88, 29.88, 29.905, 0.026, 51, 29.905, 30.844, 0.939, 1397, 2, 30.844, 30.844, 0, 15,     0.964,
 172, 0, 30.427, 30.427, 30.507, 0.08, 147, 30.507, 31.222, 0.716, 1280, 2, 31.222, 31.232, 0.01, 18,     0.805,
 171, 0, 30.198, 30.198, 30.487, 0.289, 548, 30.487, 31.407, 0.92, 1390, 2, 31.407, 31.425, 0.018, 39,     1.228,
 165, 0, 29.257, 29.257, 29.27, 0.013, 26, 29.27, 31.596, 2.326, 1429, 2, 31.596, 31.615, 0.019, 38,     2.358,
 173, 0, 30.623, 30.623, 30.633, 0.01, 1, 30.633, 31.656, 1.023, 2120, 2, 31.656, 31.734, 0.077, 147,     1.110,
 106, 0, 17.334, 17.334, 19.043, 1.709, 90, 19.043, 31.744, 12.7, 1773, 2, 31.744, 31.774, 0.03, 61,    14.440,
 175, 0, 30.961, 30.961, 31.001, 0.04, 49, 31.001, 31.724, 0.722, 1433, 2, 31.724, 31.956, 0.232, 465,     0.994,
 174, 0, 30.922, 30.922, 31.015, 0.093, 185, 31.015, 31.936, 0.921, 1063, 2, 31.936, 31.976, 0.04, 73,     1.054,
 169, 0, 29.716, 29.716, 29.726, 0.01, 3, 29.726, 32.118, 2.392, 1593, 2, 32.118, 32.143, 0.026, 51,     2.427,
 177, 0, 31.424, 31.424, 31.483, 0.059, 111, 31.483, 32.24, 0.758, 1443, 2, 32.24, 32.264, 0.024, 42,     0.841,
 176, 0, 31.328, 31.328, 31.398, 0.07, 141, 31.398, 32.315, 0.917, 1267, 2, 32.315, 32.346, 0.031, 24,     1.018,
 180, 0, 31.639, 31.639, 31.741, 0.102, 189, 31.741, 32.662, 0.921, 1528, 2, 32.662, 32.672, 0.01, 5,     1.033,
 109, 0, 17.587, 17.587, 19.358, 1.771, 92, 19.358, 32.753, 13.396, 1228, 2, 32.753, 32.8, 0.046, 93,    15.213,
 183, 0, 31.959, 31.959, 31.985, 0.026, 68, 31.985, 32.813, 0.828, 1591, 2, 32.813, 32.827, 0.014, 28,     0.868,
 179, 0, 31.611, 31.611, 31.905, 0.294, 575, 31.905, 32.912, 1.007, 1516, 2, 32.912, 32.924, 0.011, 23,     1.312,
 184, 0, 32.195, 32.195, 32.251, 0.056, 119, 32.251, 32.977, 0.726, 2192, 2, 32.977, 32.995, 0.018, 36,     0.800,
 178, 0, 31.547, 31.547, 31.566, 0.019, 48, 31.566, 33.115, 1.549, 1591, 2, 33.115, 33.125, 0.01, 1,     1.578,
 111, 0, 17.913, 17.913, 19.436, 1.523, 112, 19.436, 33.011, 13.575, 927, 2, 33.011, 33.161, 0.15, 300,    15.248,
 182, 0, 31.881, 31.881, 31.891, 0.01, 17, 31.891, 33.371, 1.48, 1557, 2, 33.371, 33.381, 0.01, 13,     1.500,
 187, 0, 32.581, 32.581, 32.591, 0.01, 28, 32.591, 33.512, 0.921, 1068, 2, 33.512, 33.515, 0.003, 5,     0.934,
 189, 0, 32.765, 32.765, 32.894, 0.129, 239, 32.894, 33.611, 0.717, 1398, 2, 33.611, 33.621, 0.01, 12,     0.856,
 185, 0, 32.287, 32.287, 32.332, 0.045, 91, 32.332, 33.631, 1.298, 1586, 2, 33.631, 33.853, 0.222, 444,     1.566,
 190, 0, 33.005, 33.005, 33.015, 0.01, 1, 33.015, 33.935, 0.92, 1503, 2, 33.935, 33.945, 0.01, 3,     0.940,
 181, 0, 31.816, 31.816, 31.843, 0.026, 58, 31.843, 32.559, 0.716, 1433, 2, 32.559, 33.987, 1.428, 2856,     2.170,
 188, 0, 32.714, 32.714, 33.23, 0.516, 1037, 33.23, 33.946, 0.716, 1311, 2, 33.946, 34.022, 0.075, 153,     1.307,
 152, 0, 26.18, 26.18, 26.308, 0.128, 262, 26.308, 29.827, 3.519, 1368, 2, 29.827, 34.075, 4.248, 8497,     7.894,
 115, 0, 18.392, 18.392, 19.722, 1.33, 165, 19.722, 34.024, 14.302, 1570, 2, 34.024, 34.15, 0.126, 254,    15.758,
 192, 0, 33.066, 33.066, 33.244, 0.178, 5, 33.244, 34.14, 0.896, 2021, 2, 34.14, 34.16, 0.02, 26,     1.094,
 193, 0, 33.178, 33.178, 33.334, 0.156, 181, 33.334, 34.255, 0.921, 1517, 2, 34.255, 34.265, 0.01, 3,     1.087,
 191, 0, 33.046, 33.046, 33.244, 0.198, 377, 33.244, 33.976, 0.732, 1796, 2, 33.976, 34.431, 0.455, 910,     1.385,
 196, 0, 33.879, 33.879, 33.919, 0.04, 51, 33.919, 34.654, 0.735, 1274, 2, 34.654, 34.664, 0.01, 13,     0.785,
 197, 0, 33.937, 33.937, 33.949, 0.011, 31, 33.949, 34.679, 0.731, 1975, 2, 34.679, 34.747, 0.068, 136,     0.810,
 199, 0, 34.131, 34.131, 34.176, 0.046, 71, 34.176, 34.903, 0.727, 1690, 2, 34.903, 34.913, 0.01, 1,     0.782,
