db0,5.0,2.5E-4
proxy0,5.0,2.5E-4
app0,5.0,5.0E-4
web0,5.0,0.002
db0,2390.0,0.0
proxy0,2390.0,0.0
app0,2390.0,0.0
web0,2390.0,0.0
db0,2395.0,0.0
proxy0,2395.0,0.0
app0,2395.0,0.0
web0,2395.0,0.0
db1,2395.0,5.219206794085047E-7
app1,2395.0,1.0438413724370694E-6
web1,2395.0,2.0876828901547905E-6
db0,2423.0,0.0
proxy0,2423.0,0.0
app0,2423.0,0.0
web0,2423.0,0.0
db1,2423.0,0.0
app1,2423.0,0.0
web1,2423.0,0.0
db0,2428.0,0.0
proxy0,2428.0,0.0
app0,2428.0,0.0
web0,2428.0,0.0
db1,2428.0,0.0
app1,2428.0,0.0
web1,2428.0,0.0
db2,2428.0,5.148270291655304E-7
app2,2428.0,1.0296540715834043E-6
web2,2428.0,2.0593082845251527E-6
db0,3585.0,0.0
proxy0,3585.0,0.0
app0,3585.0,0.0
web0,3585.0,0.0
db1,3585.0,0.0
app1,3585.0,0.0
web1,3585.0,0.0
db2,3585.0,0.0
app2,3585.0,0.0
web2,3585.0,0.0
db0,3590.0,0.0
proxy0,3590.0,0.0
app0,3590.0,0.0
web0,3590.0,0.0
db1,3590.0,0.0
app1,3590.0,0.0
web1,3590.0,0.0
db2,3590.0,0.0
app2,3590.0,0.0
web2,3590.0,0.0
db3,3590.0,3.4818942009327734E-7
app3,3590.0,6.963788462483483E-7
web3,3590.0,1.3927577571558327E-6
db0,5260.0,0.0
proxy0,5260.0,0.0
app0,5260.0,0.0
web0,5260.0,0.0
db1,5260.0,0.0
app1,5260.0,0.0
web1,5260.0,0.0
db2,5260.0,0.0
app2,5260.0,0.0
web2,5260.0,0.0
db3,5260.0,0.0
app3,5260.0,0.0
web3,5260.0,0.0
db0,5265.0,0.0
proxy0,5265.0,0.0
app0,5265.0,0.0
web0,5265.0,0.0
db1,5265.0,0.0
app1,5265.0,0.0
web1,5265.0,0.0
db2,5265.0,0.0
app2,5265.0,0.0
web2,5265.0,0.0
db3,5265.0,0.0
app3,5265.0,0.0
web3,5265.0,0.0
app4,5265.0,2.3741690784135658E-7
web4,5265.0,9.496676614277141E-7
db0,5965.0,0.0
proxy0,5965.0,0.0
app0,5965.0,0.0
web0,5965.0,0.0
db1,5965.0,0.0
app1,5965.0,0.0
web1,5965.0,0.0
db2,5965.0,0.0
app2,5965.0,0.0
web2,5965.0,0.0
db3,5965.0,0.0
app3,5965.0,0.0
web3,5965.0,0.0
app4,5965.0,0.0
web4,5965.0,0.0
db0,5970.0,0.0
proxy0,5970.0,0.0
app0,5970.0,0.0
web0,5970.0,0.0
db1,5970.0,0.0
app1,5970.0,0.0
web1,5970.0,0.0
db2,5970.0,0.0
app2,5970.0,0.0
web2,5970.0,0.0
db3,5970.0,0.0
app3,5970.0,0.0
web3,5970.0,0.0
app4,5970.0,0.0
web4,5970.0,0.0
db5,5970.0,2.0938023633253277E-7
proxy5,5970.0,2.093802366978668E-7
app5,5970.0,4.1876047485706976E-7
web5,5970.0,1.6750419461910362E-6
db0,6719.0,0.0
proxy0,6719.0,0.0
app0,6719.0,0.0
web0,6719.0,0.0
db1,6719.0,0.0
app1,6719.0,0.0
web1,6719.0,0.0
db2,6719.0,0.0
app2,6719.0,0.0
web2,6719.0,0.0
db3,6719.0,0.0
app3,6719.0,0.0
web3,6719.0,0.0
app4,6719.0,0.0
web4,6719.0,0.0
db5,6719.0,0.0
proxy5,6719.0,0.0
app5,6719.0,0.0
web5,6719.0,0.0
db0,6724.0,0.0
proxy0,6724.0,0.0
app0,6724.0,0.0
web0,6724.0,0.0
db1,6724.0,0.0
app1,6724.0,0.0
web1,6724.0,0.0
db2,6724.0,0.0
app2,6724.0,0.0
web2,6724.0,0.0
db3,6724.0,0.0
app3,6724.0,0.0
web3,6724.0,0.0
app4,6724.0,0.0
web4,6724.0,0.0
db5,6724.0,0.0
proxy5,6724.0,0.0
app5,6724.0,0.0
web5,6724.0,0.0
app6,6724.0,1.8590125156034668E-7
web6,6724.0,7.436050246730006E-7
db0,6919.0,0.0
proxy0,6919.0,0.0
app0,6919.0,0.0
web0,6919.0,0.0
db1,6919.0,0.0
app1,6919.0,0.0
web1,6919.0,0.0
db2,6919.0,0.0
app2,6919.0,0.0
web2,6919.0,0.0
db3,6919.0,0.0
app3,6919.0,0.0
web3,6919.0,0.0
app4,6919.0,0.0
web4,6919.0,0.0
db5,6919.0,0.0
proxy5,6919.0,0.0
app5,6919.0,0.0
web5,6919.0,0.0
app6,6919.0,0.0
web6,6919.0,0.0
db0,6924.0,0.0
proxy0,6924.0,0.0
app0,6924.0,0.0
web0,6924.0,0.0
db1,6924.0,0.0
app1,6924.0,0.0
web1,6924.0,0.0
db2,6924.0,0.0
app2,6924.0,0.0
web2,6924.0,0.0
db3,6924.0,0.0
app3,6924.0,0.0
web3,6924.0,0.0
app4,6924.0,0.0
web4,6924.0,0.0
db5,6924.0,0.0
proxy5,6924.0,0.0
app5,6924.0,0.0
web5,6924.0,0.0
app6,6924.0,0.0
web6,6924.0,0.0
db7,6924.0,1.8053148604891415E-7
app7,6924.0,3.610629737274092E-7
web7,6924.0,7.221259648370149E-7
db0,8677.0,0.0
proxy0,8677.0,0.0
app0,8677.0,0.0
web0,8677.0,0.0
db1,8677.0,0.0
app1,8677.0,0.0
web1,8677.0,0.0
db2,8677.0,0.0
app2,8677.0,0.0
web2,8677.0,0.0
db3,8677.0,0.0
app3,8677.0,0.0
web3,8677.0,0.0
app4,8677.0,0.0
web4,8677.0,0.0
db5,8677.0,0.0
proxy5,8677.0,0.0
app5,8677.0,0.0
web5,8677.0,0.0
app6,8677.0,0.0
web6,8677.0,0.0
db7,8677.0,0.0
app7,8677.0,0.0
web7,8677.0,0.0
db0,8682.0,0.0
proxy0,8682.0,0.0
app0,8682.0,0.0
web0,8682.0,0.0
db1,8682.0,0.0
app1,8682.0,0.0
web1,8682.0,0.0
db2,8682.0,0.0
app2,8682.0,0.0
web2,8682.0,0.0
db3,8682.0,0.0
app3,8682.0,0.0
web3,8682.0,0.0
app4,8682.0,0.0
web4,8682.0,0.0
db5,8682.0,0.0
proxy5,8682.0,0.0
app5,8682.0,0.0
web5,8682.0,0.0
app6,8682.0,0.0
web6,8682.0,0.0
db7,8682.0,0.0
app7,8682.0,0.0
web7,8682.0,0.0
firewall8,8682.0,0.0
db8,8682.0,1.4397604325025942E-7
proxy8,8682.0,1.4397604342300194E-7
app8,8682.0,2.8795208753697387E-7
web8,8682.0,1.1518083722589371E-6
db0,9417.0,0.0
proxy0,9417.0,0.0
app0,9417.0,0.0
web0,9417.0,0.0
db1,9417.0,0.0
app1,9417.0,0.0
web1,9417.0,0.0
db2,9417.0,0.0
app2,9417.0,0.0
web2,9417.0,0.0
db3,9417.0,0.0
app3,9417.0,0.0
web3,9417.0,0.0
app4,9417.0,0.0
